geo,time,ic_exp_csdc_cd
afg,2014,344.4444
afg,2015,344.4444
afg,2016,344.4444
afg,2017,344.4444
afg,2018,344.4444
afg,2019,344.4444
ago,2014,240
ago,2015,240
ago,2016,240
ago,2017,240
ago,2018,240
ago,2019,240
alb,2014,10
alb,2015,10
alb,2016,10
alb,2017,10
alb,2018,10
alb,2019,10
are,2014,140
are,2015,140
are,2016,140
are,2017,140
are,2018,140
are,2019,140
arg,2014,60
arg,2015,60
arg,2016,60
arg,2017,60
arg,2018,60
arg,2019,60
arm,2014,100
arm,2015,100
arm,2016,100
arm,2017,100
arm,2018,100
arm,2019,100
atg,2014,120.8333
atg,2015,120.8333
atg,2016,120.8333
atg,2017,120.8333
atg,2018,120.8333
atg,2019,120.8333
aus,2014,264
aus,2015,264
aus,2016,264
aus,2017,264
aus,2018,264
aus,2019,264
aut,2014,0
aut,2015,0
aut,2016,0
aut,2017,0
aut,2018,0
aut,2019,0
aze,2014,150
aze,2015,150
aze,2016,150
aze,2017,150
aze,2018,150
aze,2019,150
bdi,2014,150
bdi,2015,150
bdi,2016,150
bdi,2017,150
bdi,2018,150
bdi,2019,150
bel,2014,0
bel,2015,0
bel,2016,0
bel,2017,0
bel,2018,0
bel,2019,0
ben,2014,80
ben,2015,80
ben,2016,80
ben,2017,80
ben,2018,80
ben,2019,80
bfa,2014,85.5
bfa,2015,85.5
bfa,2016,85.5
bfa,2017,85.5
bfa,2018,85.5
bfa,2019,85.5
bgd,2014,225
bgd,2015,225
bgd,2016,225
bgd,2017,225
bgd,2018,225
bgd,2019,225
bgr,2014,51.66667
bgr,2015,51.66667
bgr,2016,51.66667
bgr,2017,51.66667
bgr,2018,51.66667
bgr,2019,51.66667
bhr,2014,100
bhr,2015,100
bhr,2016,100
bhr,2017,100
bhr,2018,100
bhr,2019,100
bhs,2014,550
bhs,2015,550
bhs,2016,550
bhs,2017,550
bhs,2018,550
bhs,2019,550
bih,2014,21.5
bih,2015,21.5
bih,2016,21.5
bih,2017,21.5
bih,2018,21.5
bih,2019,21.5
blr,2014,60
blr,2015,60
blr,2016,60
blr,2017,60
blr,2018,60
blr,2019,60
blz,2014,50
blz,2015,50
blz,2016,50
blz,2017,50
blz,2018,50
blz,2019,50
bol,2014,25
bol,2015,25
bol,2016,25
bol,2017,25
bol,2018,25
bol,2019,25
bra,2014,226.3889
bra,2015,226.3889
bra,2016,226.3889
bra,2017,226.3889
bra,2018,226.3889
bra,2019,226.3889
brb,2014,108.8462
brb,2015,108.8462
brb,2016,108.8462
brb,2017,108.8462
brb,2018,108.8462
brb,2019,117
brn,2014,90
brn,2015,90
brn,2016,90
brn,2017,90
brn,2018,90
brn,2019,90
btn,2014,50
btn,2015,50
btn,2016,50
btn,2017,50
btn,2018,50
btn,2019,50
bwa,2014,179.2308
bwa,2015,179.2308
bwa,2016,179.2308
bwa,2017,179.2308
bwa,2018,179.2308
bwa,2019,179.2308
caf,2014,60
caf,2015,60
caf,2016,60
caf,2017,60
caf,2018,60
caf,2019,60
can,2014,155.5556
can,2015,155.5556
can,2016,155.5556
can,2017,155.5556
can,2018,155.5556
can,2019,155.5556
che,2014,27
che,2015,27
che,2016,27
che,2017,27
che,2018,27
che,2019,27
chl,2014,50
chl,2015,50
chl,2016,50
chl,2017,50
chl,2018,50
chl,2019,50
chn,2014,84.57353
chn,2015,84.57353
chn,2016,84.57353
chn,2017,84.57353
chn,2018,73.57353
chn,2019,73.57353
civ,2014,136.1111
civ,2015,136.1111
civ,2016,136.1111
civ,2017,136.1111
civ,2018,136.1111
civ,2019,136.1111
cmr,2014,305.5
cmr,2015,305.5
cmr,2016,305.5
cmr,2017,305.5
cmr,2018,305.5
cmr,2019,305.5
cod,2014,500
cod,2015,500
cod,2016,500
cod,2017,500
cod,2018,500
cod,2019,500
cog,2014,165
cog,2015,165
cog,2016,165
cog,2017,165
cog,2018,165
cog,2019,165
col,2014,90
col,2015,90
col,2016,90
col,2017,90
col,2018,90
col,2019,90
com,2014,124
com,2015,124
com,2016,124
com,2017,124
com,2018,124
com,2019,124
cpv,2014,125
cpv,2015,125
cpv,2016,125
cpv,2017,125
cpv,2018,125
cpv,2019,125
cri,2014,80
cri,2015,80
cri,2016,80
cri,2017,80
cri,2018,80
cri,2019,80
cyp,2014,50
cyp,2015,50
cyp,2016,50
cyp,2017,50
cyp,2018,50
cyp,2019,50
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
deu,2014,45
deu,2015,45
deu,2016,45
deu,2017,45
deu,2018,45
deu,2019,45
dji,2014,95
dji,2015,95
dji,2016,95
dji,2017,95
dji,2018,95
dji,2019,95
dma,2014,50
dma,2015,50
dma,2016,50
dma,2017,50
dma,2018,50
dma,2019,50
dnk,2014,0
dnk,2015,0
dnk,2016,0
dnk,2017,0
dnk,2018,0
dnk,2019,0
dom,2014,15
dom,2015,15
dom,2016,15
dom,2017,15
dom,2018,15
dom,2019,15
dza,2014,374.4444
dza,2015,374.4444
dza,2016,374.4444
dza,2017,374.4444
dza,2018,374.4444
dza,2019,374.4444
ecu,2014,60
ecu,2015,60
ecu,2016,60
ecu,2017,60
ecu,2018,60
ecu,2019,60
egy,2014,100
egy,2015,100
egy,2016,100
egy,2017,100
egy,2018,100
egy,2019,100
esp,2014,0
esp,2015,0
esp,2016,0
esp,2017,0
esp,2018,0
esp,2019,0
est,2014,0
est,2015,0
est,2016,0
est,2017,0
est,2018,0
est,2019,0
eth,2014,175
eth,2015,175
eth,2016,175
eth,2017,175
eth,2018,175
eth,2019,175
fin,2014,70
fin,2015,70
fin,2016,70
fin,2017,70
fin,2018,70
fin,2019,70
fji,2014,76
fji,2015,76
fji,2016,76
fji,2017,76
fji,2018,76
fji,2019,76
fra,2014,0
fra,2015,0
fra,2016,0
fra,2017,0
fra,2018,0
fra,2019,0
fsm,2014,60
fsm,2015,60
fsm,2016,60
fsm,2017,60
fsm,2018,60
fsm,2019,60
gab,2014,200
gab,2015,200
gab,2016,200
gab,2017,200
gab,2018,200
gab,2019,200
gbr,2014,25
gbr,2015,25
gbr,2016,25
gbr,2017,25
gbr,2018,25
gbr,2019,25
geo,2014,0
geo,2015,0
geo,2016,0
geo,2017,0
geo,2018,0
geo,2019,0
gha,2014,155
gha,2015,155
gha,2016,155
gha,2017,155
gha,2018,155
gha,2019,155
gin,2014,128.4
gin,2015,128.4
gin,2016,128.4
gin,2017,128.4
gin,2018,128.4
gin,2019,128.4
gmb,2014,133
gmb,2015,133
gmb,2016,133
gmb,2017,133
gmb,2018,133
gmb,2019,133
gnb,2014,160
gnb,2015,160
gnb,2016,160
gnb,2017,160
gnb,2018,160
gnb,2019,160
gnq,2014,85
gnq,2015,85
gnq,2016,85
gnq,2017,85
gnq,2018,85
gnq,2019,85
grc,2014,30
grc,2015,30
grc,2016,30
grc,2017,30
grc,2018,30
grc,2019,30
grd,2014,40
grd,2015,40
grd,2016,40
grd,2017,40
grd,2018,40
grd,2019,40
gtm,2014,105
gtm,2015,105
gtm,2016,105
gtm,2017,105
gtm,2018,105
gtm,2019,105
guy,2014,77.77778
guy,2015,77.77778
guy,2016,77.77778
guy,2017,77.77778
guy,2018,77.77778
guy,2019,77.77778
hkg,2014,12
hkg,2015,12
hkg,2016,12
hkg,2017,12
hkg,2018,12
hkg,2019,12
hnd,2014,80
hnd,2015,80
hnd,2016,80
hnd,2017,80
hnd,2018,80
hnd,2019,80
hrv,2014,0
hrv,2015,0
hrv,2016,0
hrv,2017,0
hrv,2018,0
hrv,2019,0
hti,2014,47.5
hti,2015,47.5
hti,2016,47.5
hti,2017,47.5
hti,2018,47.5
hti,2019,47.5
hun,2014,0
hun,2015,0
hun,2016,0
hun,2017,0
hun,2018,0
hun,2019,0
idn,2014,170
idn,2015,170
idn,2016,138.8
idn,2017,138.8
idn,2018,138.8
idn,2019,138.8
ind,2014,101.6786
ind,2015,101.6786
ind,2016,91.88
ind,2017,91.88
ind,2018,77.65
ind,2019,57.95
irl,2014,75
irl,2015,75
irl,2016,75
irl,2017,75
irl,2018,75
irl,2019,75
irn,2014,125
irn,2015,125
irn,2016,125
irn,2017,125
irn,2018,60
irn,2019,60
irq,2014,1800
irq,2015,1800
irq,2016,1800
irq,2017,1800
irq,2018,1800
irq,2019,1800
isl,2014,40
isl,2015,40
isl,2016,40
isl,2017,40
isl,2018,40
isl,2019,40
isr,2014,72.5
isr,2015,72.5
isr,2016,72.5
isr,2017,72.5
isr,2018,72.5
isr,2019,60
ita,2014,0
ita,2015,0
ita,2016,0
ita,2017,0
ita,2018,0
ita,2019,0
jam,2014,90
jam,2015,90
jam,2016,90
jam,2017,90
jam,2018,90
jam,2019,90
jor,2014,100
jor,2015,100
jor,2016,100
jor,2017,100
jor,2018,100
jor,2019,100
jpn,2014,54
jpn,2015,54
jpn,2016,54
jpn,2017,54
jpn,2018,54
jpn,2019,54
kaz,2014,310
kaz,2015,310
kaz,2016,200
kaz,2017,200
kaz,2018,200
kaz,2019,200
ken,2014,190.5
ken,2015,190.5
ken,2016,190.5
ken,2017,190.5
ken,2018,190.5
ken,2019,190.5
kgz,2014,190
kgz,2015,190
kgz,2016,145
kgz,2017,145
kgz,2018,110
kgz,2019,110
khm,2014,100
khm,2015,100
khm,2016,100
khm,2017,100
khm,2018,100
khm,2019,100
kir,2014,310
kir,2015,310
kir,2016,310
kir,2017,310
kir,2018,310
kir,2019,310
kna,2014,100
kna,2015,100
kna,2016,100
kna,2017,100
kna,2018,100
kna,2019,100
kor,2014,11.095
kor,2015,11.095
kor,2016,11.095
kor,2017,11.095
kor,2018,11.095
kor,2019,11.095
kos,2014,100
kos,2015,100
kos,2016,50
kos,2017,50
kos,2018,50
kos,2019,50
kwt,2014,227
kwt,2015,227
kwt,2016,227
kwt,2017,227
kwt,2018,227
kwt,2019,227
lao,2014,235
lao,2015,235
lao,2016,235
lao,2017,235
lao,2018,235
lao,2019,235
lbn,2014,100
lbn,2015,100
lbn,2016,100
lbn,2017,100
lbn,2018,100
lbn,2019,100
lbr,2014,155
lbr,2015,155
lbr,2016,155
lbr,2017,155
lbr,2018,155
lbr,2019,330
lby,2014,50
lby,2015,50
lby,2016,50
lby,2017,50
lby,2018,50
lby,2019,50
lca,2014,62.5
lca,2015,62.5
lca,2016,62.5
lca,2017,62.5
lca,2018,62.5
lca,2019,62.5
lie,2018,27
lie,2019,27
lka,2014,57.58333
lka,2015,57.58333
lka,2016,57.58333
lka,2017,57.58333
lka,2018,57.58333
lka,2019,57.58333
lso,2014,90
lso,2015,90
lso,2016,90
lso,2017,90
lso,2018,90
lso,2019,90
ltu,2014,28
ltu,2015,28
ltu,2016,28
ltu,2017,28
ltu,2018,28
ltu,2019,28
lux,2014,0
lux,2015,0
lux,2016,0
lux,2017,0
lux,2018,0
lux,2019,0
lva,2014,35
lva,2015,35
lva,2016,35
lva,2017,35
lva,2018,35
lva,2019,35
mar,2014,67
mar,2015,67
mar,2016,67
mar,2017,67
mar,2018,67
mar,2019,67
mda,2014,43.88889
mda,2015,43.88889
mda,2016,43.88889
mda,2017,43.88889
mda,2018,43.88889
mda,2019,43.88889
mdg,2014,116.8182
mdg,2015,116.8182
mdg,2016,116.8182
mdg,2017,116.8182
mdg,2018,116.8182
mdg,2019,116.8182
mdv,2014,300
mdv,2015,300
mdv,2016,300
mdv,2017,300
mdv,2018,300
mdv,2019,300
mex,2014,60
mex,2015,60
mex,2016,60
mex,2017,60
mex,2018,60
mex,2019,60
mhl,2014,20
mhl,2015,20
mhl,2016,20
mhl,2017,20
mhl,2018,20
mhl,2019,20
mkd,2014,45
mkd,2015,45
mkd,2016,45
mkd,2017,45
mkd,2018,45
mkd,2019,45
mli,2014,33.33333
mli,2015,33.33333
mli,2016,33.33333
mli,2017,33.33333
mli,2018,33.33333
mli,2019,33.33333
mlt,2014,25
mlt,2015,25
mlt,2016,25
mlt,2017,25
mlt,2018,25
mlt,2019,25
mmr,2014,140
mmr,2015,140
mmr,2016,140
mmr,2017,140
mmr,2018,140
mmr,2019,140
mne,2014,26
mne,2015,26
mne,2016,26
mne,2017,26
mne,2018,26
mne,2019,26
mng,2014,63.88889
mng,2015,63.88889
mng,2016,63.88889
mng,2017,63.88889
mng,2018,63.88889
mng,2019,63.88889
moz,2014,160
moz,2015,160
moz,2016,160
moz,2017,160
moz,2018,160
moz,2019,160
mrt,2014,92
mrt,2015,92
mrt,2016,92
mrt,2017,92
mrt,2018,92
mrt,2019,92
mus,2014,128.125
mus,2015,128.125
mus,2016,128.125
mus,2017,128.125
mus,2018,128.125
mus,2019,128.125
mwi,2014,341.7647
mwi,2015,341.7647
mwi,2016,341.7647
mwi,2017,341.7647
mwi,2018,341.7647
mwi,2019,341.7647
mys,2014,35
mys,2015,35
mys,2016,35
mys,2017,35
mys,2018,35
mys,2019,35
nam,2014,347.5
nam,2015,347.5
nam,2016,347.5
nam,2017,347.5
nam,2018,347.5
nam,2019,347.5
ner,2014,39.11111
ner,2015,39.11111
ner,2016,39.11111
ner,2017,39.11111
ner,2018,39.11111
ner,2019,39.11111
nga,2014,250
nga,2015,250
nga,2016,250
nga,2017,250
nga,2018,250
nga,2019,250
nic,2014,46.66667
nic,2015,46.66667
nic,2016,46.66667
nic,2017,46.66667
nic,2018,46.66667
nic,2019,46.66667
nld,2014,0
nld,2015,0
nld,2016,0
nld,2017,0
nld,2018,0
nld,2019,0
nor,2014,0
nor,2015,0
nor,2016,0
nor,2017,0
nor,2018,0
nor,2019,0
npl,2014,85
npl,2015,85
npl,2016,110
npl,2017,110
npl,2018,110
npl,2019,110
nzl,2014,67
nzl,2015,67
nzl,2016,67
nzl,2017,67
nzl,2018,67
nzl,2019,67
omn,2014,107.1429
omn,2015,107.1429
omn,2016,107.1429
omn,2017,107.1429
omn,2018,107.1429
omn,2019,107.1429
pak,2014,168.1429
pak,2015,168.1429
pak,2016,168.1429
pak,2017,118
pak,2018,118
pak,2019,118
pan,2014,60
pan,2015,60
pan,2016,60
pan,2017,60
pan,2018,60
pan,2019,60
per,2014,50
per,2015,50
per,2016,50
per,2017,50
per,2018,50
per,2019,50
phl,2014,52.5
phl,2015,52.5
phl,2016,52.5
phl,2017,52.5
phl,2018,52.5
phl,2019,52.5
plw,2014,100
plw,2015,100
plw,2016,100
plw,2017,100
plw,2018,100
plw,2019,100
png,2014,75
png,2015,75
png,2016,75
png,2017,75
png,2018,75
png,2019,75
pol,2014,0
pol,2015,0
pol,2016,0
pol,2017,0
pol,2018,0
pol,2019,0
pri,2014,75
pri,2015,75
pri,2016,75
pri,2017,75
pri,2018,75
pri,2019,75
prt,2014,0
prt,2015,0
prt,2016,0
prt,2017,0
prt,2018,0
prt,2019,0
pry,2014,120
pry,2015,120
pry,2016,120
pry,2017,120
pry,2018,120
pry,2019,120
pse,2014,80
pse,2015,80
pse,2016,80
pse,2017,80
pse,2018,80
pse,2019,80
qat,2014,150
qat,2015,150
qat,2016,150
qat,2017,150
qat,2018,150
qat,2019,150
rou,2014,0
rou,2015,0
rou,2016,0
rou,2017,0
rou,2018,0
rou,2019,0
rus,2014,92
rus,2015,92
rus,2016,92
rus,2017,92
rus,2018,92
rus,2019,92
rwa,2014,110
rwa,2015,110
rwa,2016,110
rwa,2017,110
rwa,2018,110
rwa,2019,110
sau,2014,105
sau,2015,105
sau,2016,105
sau,2017,105
sau,2018,105
sau,2019,73
sdn,2014,427.5
sdn,2015,427.5
sdn,2016,427.5
sdn,2017,427.5
sdn,2018,427.5
sdn,2019,427.5
sen,2014,96
sen,2015,96
sen,2016,96
sen,2017,96
sen,2018,96
sen,2019,96
sgp,2014,37
sgp,2015,37
sgp,2016,37
sgp,2017,37
sgp,2018,37
sgp,2019,37
slb,2014,257
slb,2015,257
slb,2016,257
slb,2017,257
slb,2018,257
slb,2019,257
sle,2014,227.1429
sle,2015,227.1429
sle,2016,227.1429
sle,2017,227.1429
sle,2018,227.1429
sle,2019,227.1429
slv,2014,50
slv,2015,50
slv,2016,50
slv,2017,50
slv,2018,50
slv,2019,50
smr,2014,0
smr,2015,0
smr,2016,0
smr,2017,0
smr,2018,0
smr,2019,0
som,2015,350
som,2016,350
som,2017,350
som,2018,350
som,2019,350
srb,2014,35
srb,2015,35
srb,2016,35
srb,2017,35
srb,2018,35
srb,2019,35
ssd,2014,193.75
ssd,2015,193.75
ssd,2016,193.75
ssd,2017,193.75
ssd,2018,193.75
ssd,2019,193.75
stp,2014,193.75
stp,2015,193.75
stp,2016,193.75
stp,2017,193.75
stp,2018,193.75
stp,2019,193.75
sur,2014,40
sur,2015,40
sur,2016,40
sur,2017,40
sur,2018,40
sur,2019,40
svk,2014,0
svk,2015,0
svk,2016,0
svk,2017,0
svk,2018,0
svk,2019,0
svn,2014,0
svn,2015,0
svn,2016,0
svn,2017,0
svn,2018,0
svn,2019,0
swe,2014,40
swe,2015,40
swe,2016,40
swe,2017,40
swe,2018,40
swe,2019,40
swz,2014,75.55556
swz,2015,75.55556
swz,2016,75.55556
swz,2017,75.55556
swz,2018,75.55556
swz,2019,75.55556
syc,2014,115
syc,2015,115
syc,2016,115
syc,2017,115
syc,2018,115
syc,2019,115
syr,2014,725
syr,2015,725
syr,2016,725
syr,2017,725
syr,2018,725
syr,2019,725
tcd,2014,187.5
tcd,2015,187.5
tcd,2016,187.5
tcd,2017,187.5
tcd,2018,187.5
tcd,2019,187.5
tgo,2014,25
tgo,2015,25
tgo,2016,25
tgo,2017,25
tgo,2018,25
tgo,2019,25
tha,2014,96.85714
tha,2015,96.85714
tha,2016,96.85714
tha,2017,96.85714
tha,2018,96.85714
tha,2019,96.85714
tjk,2014,330
tjk,2015,330
tjk,2016,330
tjk,2017,330
tjk,2018,330
tjk,2019,330
tls,2014,100
tls,2015,100
tls,2016,100
tls,2017,100
tls,2018,100
tls,2019,100
ton,2014,70
ton,2015,70
ton,2016,70
ton,2017,70
ton,2018,70
ton,2019,70
tto,2014,250
tto,2015,250
tto,2016,250
tto,2017,250
tto,2018,250
tto,2019,250
tun,2014,200
tun,2015,200
tun,2016,200
tun,2017,200
tun,2018,200
tun,2019,200
tur,2014,55
tur,2015,55
tur,2016,55
tur,2017,55
tur,2018,55
tur,2019,55
tza,2014,275
tza,2015,275
tza,2016,275
tza,2017,275
tza,2018,275
tza,2019,275
uga,2014,101.875
uga,2015,101.875
uga,2016,101.875
uga,2017,101.875
uga,2018,101.875
uga,2019,101.875
ukr,2014,192
ukr,2015,192
ukr,2016,192
ukr,2017,192
ukr,2018,192
ukr,2019,192
ury,2014,231
ury,2015,231
ury,2016,231
ury,2017,231
ury,2018,231
ury,2019,231
usa,2014,60
usa,2015,60
usa,2016,60
usa,2017,60
usa,2018,60
usa,2019,60
uzb,2014,292
uzb,2015,292
uzb,2016,292
uzb,2017,292
uzb,2018,292
uzb,2019,292
vct,2014,80
vct,2015,80
vct,2016,80
vct,2017,80
vct,2018,80
vct,2019,80
ven,2014,375
ven,2015,375
ven,2016,375
ven,2017,375
ven,2018,375
vnm,2014,139.2308
vnm,2015,139.2308
vnm,2016,139.2308
vnm,2017,139.2308
vnm,2018,139.2308
vnm,2019,139.2308
vut,2014,190
vut,2015,190
vut,2016,190
vut,2017,190
vut,2018,190
vut,2019,190
wsm,2014,180
wsm,2015,180
wsm,2016,180
wsm,2017,180
wsm,2018,180
wsm,2019,180
zaf,2014,55
zaf,2015,55
zaf,2016,55
zaf,2017,55
zaf,2018,55
zaf,2019,55
zmb,2014,200
zmb,2015,200
zmb,2016,200
zmb,2017,200
zmb,2018,200
zmb,2019,200
zwe,2014,170
zwe,2015,170
zwe,2016,170
zwe,2017,170
zwe,2018,170
zwe,2019,170
